Email Text,Email Type,Phishing,Ground Truth,Reasoning,Confidence
"re : meeting on feb 8 , 2001 dear mr . nur azmin abu bakar , thanks for your prompt reply . please , let us know how many members of your team will visit enron . i look forward to our meeting on february 8 . vince kaminski azminab @ petronas . com . my on 01 / 02 / 2001 06 : 38 : 33 pm to : vince . j . kaminski @ enron . com , khairuddinbmjaafar @ petronas . com . my , shirley . crenshaw @ enron . com cc : subject : re : meeting on feb 8 , 2001 dear kaminski , happy new year and thank you for th",Safe Email,yes,no,"Suspicious mix of domains (petronas.com and enron.com), odd formatting, and unsolicited meeting request; typical phishing/social engineering indicators.",72
"formal invite for chase . secrets revealed . how do porn stars perform , stay strong and hard even after cumming ! grow upto "" 8 "" inches ! the answer is here . turn off notifications here . ub international exports ltd st . jan # 3341 belize city , belize",Phishing Email,yes,yes,"Contains sensational sexual prompts and suspicious promo language with a call to ""turn off notifications"" and an unclear Belize address; typical phishing indicators.",85
"Question?Do you want a different job?
Do you want to be your own boss?
Do you need extra income?
Do you need to start a new life?
Does your current job seem to go nowhere?If you answered yes to these questions, then here is your solution.We are a fortune 500 company looking for motivated individuals who are 
looking
to a substantial income working from home.Thousands of individual are currently do this RIGHT NOW.
So if you are looking to be employed at home, with a career that will
provide you v",Phishing Email,yes,yes,"Unsolicited, vague claims of a Fortune 500 company offering work-from-home pay; unverifiable claims and poor grammar typical of phishing.",78
"URL: http://www.livejournal.com/talkread.bml?journal=jwz&itemid=63309
Date: Not suppliedhttp://www.livejournal.com/talkread.bml?journal=jwz&itemid=63309",Safe Email,no,no,Link points to a legitimate LiveJournal domain and contains no request for credentials or sensitive data.,70
"calpine daily and monthly nomination > > ricky a . archer fuel supply 700 louisiana , suite 2700 houston , texas 77002 713 - 830 - 8659 direct 713 - 830 - 8722 fax - calpine daily gas nomination 1 . doc - calpine monthly gas nomination _ _ _ . doc",Safe Email,yes,no,"The email mentions attachments and uses generic sender details with little context, a common phishing tactic.",70
"fw : bod agenda deadlines the next bod and committee meetings will be held on april 30 - may 1 . rebecca carter has set the deadline for commercial groups to submit agenda items to her office and to rick buy as wednesday , april 18 . i will forward her notification memo sent to the commercial teams once it is distributed . please contact me as soon as possible if you know of anything that has a possibility to be added to the finance committee agenda . all presentations as approved by rebecca car",Safe Email,no,no,"It reads as an internal board/committee coordination email with dates and item submissions; no links, requests for login, or sensitive data.",70
start date : 12 / 16 / 01 ; hourahead hour : 19 ; start date : 12 / 16 / 01 ; hourahead hour : 19 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001121619 . txt # # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .,Safe Email,no,no,"It appears to be an internal log/diagnostic message referencing local file paths and scheduling data, with no links, credential requests, or external resources typical of phishing.",65
"re : tetco / hpl ( enerfin ) meter # 986892 step # 1 has been completed . sherlyn , verify step # 2 tomorrow and call me when completed . jackie , verify the nom on oct 4 & 5 . it appears there is still a volume for meter 6892 until oct 6 . if there are any questions or issues , contact me at 37649 . i am the contact person while clem is out ( through friday ) . hc - - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 10 / 04 / 2000 01 : 01 pm - - - - - - - - - - ",Safe Email,no,no,"It reads like an internal corporate memo about meter verification with direct contact info; no login prompts, links, or credential requests (common phishing cues absent).",70
"PROMOTE YOUR PRODUCT OR
SERVICE TO MILLIONS TODAY!
Â 
E-MAIL MARKETING
- Bulk e-mail will make you money so fast, your head will
spin!- Our customers tell us that they would no longer be in
business without it.- New collection of software allows you to collect targeted
e-mail addresses for free!Â Â Â  See this product's web
page
CLICK
HERE
Â 
1 MILLION AMERICAN BUSINESS LEADS ON
CD- If you do telemarketing, mailing, or faxing this list
will be a gold mine!
- Contains company name, address,
phone",Phishing Email,yes,yes,"Unsolicited marketing with a ""CLICK HERE"" lure and dubious lead-list offer; common phishing/spam tactic.",72
"culture committee / subcommittee meeting the management team follow - up meeting for the culture committee has been set for monday may 7 , 2001 , from 11 : 30 until 1 : 30 in eb 4102 . lunch will be provided , so please respond confirming your attendance . also , this conference room is equipped with video capabilities , so please advise if you will require this function . thank you , ricki winters ( 713 ) 853 - 5754",Safe Email,yes,no,Date shown as 2001 is inconsistent with a current invitation; odd phrasing and RSVP request are common phishing cues.,65
"sle 31 call for papers , sle 31 , st andrews , scotland , 26-30 august 1998 workshop on modality in generative grammar the description and analysis of modality is of central interest to the study of human language . modality interacts with many subsystems of syntax and a better understanding of modality would further our understanding of these subsystems greatly . the relevant subsystems play a role in the existing analyses of the epistemic-deontic dichotomy . this has been attributed to : ( i )",Safe Email,no,no,"It looks like a historical academic conference description with no links, requests for sensitive data, or urgent action.",70
,Phishing Email,,yes,Error: Empty prompt,
"lowers blood pressure and cholesterol let ' s face it , age should be nothing more than a number it ' s okay to want to hold on to your young body as long as you can with increasing longevity for an increasing segment of the population , this is the frontier for the new millennium - dr virgil howard view more about a new lifespan enhancement press here we ship right to your door sorry not for me and the twenty trials compared the same lactam all cause fatality the most significant and objective ",Phishing Email,yes,yes,"Uses vague health marketing with a ""press here"" link and dubious claims; unsolicited and typical phishing/spam tactics.",78
"release of agfl home page this message announces the release of the world wide web home page of agfl ( affix grammars over a finite lattice ) . 1 . agfl the agfl formalism , developed at the university of nijmegen , the netherlands , is a formalism in which context free grammars can be described compactly . agfls are two level grammars : a first , context free level is augmented with features for expressing agreement between parts of speech . features are treated as types , and their values may ",Safe Email,no,no,The text reads as a neutral academic announcement about AGFL with no credential requests or malicious cues.,78
"mobil beaumont - marol just want to confirm the march midcon volumes for mobil : 3 / 21 28 , 271 3 / 22 26 , 221 3 / 23 24 , 459 3 / 24 30 , 000 3 / 25 30 , 000 3 / 26 26 , 852 3 / 27 30 , 000 3 / 28 30 , 000 3 / 29 30 , 000 3 / 30 20 , 164 3 / 31 12 , 365 total 288 , 332 mmbtu this is what i saw in pops - please let me know if there should be any different volumes / days . thanks for your help . rebecca - - - - - - - - - - - - - - - - - - - - - - forwarded by rebecca griffin / na / enron on 04 ",Safe Email,no,no,"This appears to be an internal commodity-trading email about confirming volumes; no links or credential requests, and the forwarded line suggests a normal internal chain.",60
"<!--
function MM_findObj(n, d) { //v3.0
  var p,i,x;  if(!d) d=document; if((p=n.indexOf(""?""))>0&&parent.frames.length) {
    d=parent.frames[n.substring(p+1)].document; n=n.substring(0,p);}
  if(!(x=d[n])&&d.all) x=d.all[n]; for (i=0;!x&&i<d.forms.length;i++) x=d.forms[i][n];
  for(i=0;!x&&d.layers&&i<d.layers.length;i++) x=MM_findObj(n,d.layers[i].document); return x;
}
function MM_swapImage() { //v3.0
  var i,j=0,x,a=MM_swapImage.arguments; document.MM_sr=new Array; for(i=0;i<(a.length-2);i+=",Phishing Email,no,yes,"Contains only an HTML comment with Dreamweaver-style JavaScript (no links, no credential requests, no social engineering).",85
"presentation on metals - - - - - - - - - - - - - - - - - - - - - - forwarded by leann walton / na / enron on 10 / 26 / 2000 10 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - - alison sealy on 10 / 09 / 2000 10 : 37 : 40 am to : mraymon @ enron . com cc : subject : presentation on metals hi maureen , it was good to meet you last week and hear your presentation on the metals - full of advice on what to think about and all the various things that affect the market place . i am only sor",Safe Email,no,no,This is an internal email thread about a metals presentation with no suspicious links or credential requests.,85
"premium adult content looking for high quality adult content at the right price ? then check out xxx by scarlett - 15 image cd 's and 3 video clip cd 's * hardcore * softcore * asian hardcore * transsexual hardcore * english roses ( 18-21 yrs ) * extreme euro hardcore * gay * amateur check out our quality , the amazing prices and with new content coming out every month you ' ll easily see why xxx by scarlett is the number one adult content provider . thank you for your time . scarlett",Phishing Email,no,yes,"Promotional spam advertising adult content; no request for credentials or sensitive data, and no impersonation or malicious link.",65
"Thanks Brent: now it's clearer (to me) what's needed. I've used the global
sort and J C Lawrence's re-scan, but there is still a vulnerability there:
If I have an instance of exmh running, the folder I'm visiting will have
its new, correct .xmhcache overwritten with an incorrect one when I switch
folders. I can cron the sort and re-scan process, but I should kill running
exmh's first.Best would be to have a button for ""Global sort and update all scan caches""
in the exmh More... menu--
rick>>>>> ",Safe Email,no,no,It appears to be a technical discussion about exmh software behavior; no suspicious links or requests for personal data.,70
"re : 6 . 381 words that are their own opposites several people submitted "" overlook "" and "" oversight "" , which are fine examples of this phenomenon in english ( though i think that mary neff 's "" outgoing : retiring "" is perhaps the most elegant submission to date . ) perhaps my current work on the various shades of meaning in english prepositions has biased me , but in any case i think that the difference in the various senses of "" oversight "" and "" overlook "" stems largely from their compound",Safe Email,no,no,"It appears to be a linguistic discussion about word meanings, with no requests for sensitive information or actions.",85
"25 mg trick how to save on your medlcations over 7 unassertive 0 % . pharmsh apiarist op - successfull and proven way to sav orangutan e your mon intangibility ey . decussate v a perceptible g a barbarity l l chopsticks u stannic l exploitation rac peafowl l shepherd isva kalmyk l retortion m andmanyother . bes undone t prlces . wo peahen rldwide shlpplng . easy revisory order form . total confidentia wattless iity . 250 , 000 satisfied custom coquette ers . order today and birchen save !",Phishing Email,yes,yes,"It contains garbled, generic drug-sale language with no legitimate sender details, using urgency and discounts to prompt action—classic phishing.",85
"Help wanted.  We are a 14 year old fortune 500 company, that is
growing at a tremendous rate.  We are looking for individuals who
want to work from home.This is an opportunity to make an excellent income.  No experience
is required.  We will train you.So if you are looking to be employed from home with a career that has
vast opportunities, then go:http://www.basetel.com/wealthnowWe are looking for energetic and self motivated people.  If that is you
than click on the link and fill out the form, ",Phishing Email,yes,yes,"It falsely claims Fortune 500 status, uses a generic work-from-home scam lure, and includes a suspicious link that asks you to fill a form.",85
"important message jaguar are anaerobic is brute ofclose stroboscopic your bookstore is aliphatic and libation depressant in chlordane is cheryl of roadster benefit your petrology is prolong are asheville are you a qualified professional but simply lack the requested credentials after your name ? you know you deserve a better salary , more prestige but lack the degree qualifications even though you have the life ' s knowledge and the abilities requested in today ' s world ? tired of being turned ",Phishing Email,no,yes,"Email is incoherent and contains no actionable request, no links or attachments, and no demand for credentials; it does not follow typical phishing patterns.",60
"hpl optimization team , as i mentioned in our hpl staff meeting we are investigating the merits of entering into a joint venture or another transaction structure that will position hpl to effectively compete in the texas intrastate market . our primary objective is to gain access to additional sources of gas supply and achieve the required economies of scale to compete with other intrastate pipelines . i would appreciate your confidence and support in developing the optimal course of action for ",Safe Email,no,no,"It resembles an internal corporate memo discussing a joint venture in the Texas intrastate gas market; it lacks common phishing traits (urgent demands, credential requests, or links) and ends abruptly as a draft.",65
"Pity.  Reading that woman's ad and knowing Rohit for years, they sound
like a match made in heaven.  But why, oh, why, keep that shaved-head
photo on prominent display???  There are lots of photos of Rohit
looking rather dashing, and with the crucial hair feature enabled!R",Safe Email,no,no,"It's a casual remark about a dating ad and a photo; no request for credentials, money, or links.",72
"BUY 2 ADULT DVDs AT REGULAR PRICE AND GET A THIRD XXX DVD FOR FREE!!VISIT US AT http://www.hotdvds.orgTo be removed from our list, just reply to this email and type REMOVE in the subject line 6js7M_5WNea5xu3M_D7K7Oouz",Phishing Email,yes,yes,Unsolicited promo with a dubious URL and suspicious unsubscribe request; likely spam/phishing.,88
"re : fw : first deliveries - comstock oil & gas and hesco gathering company daren , is it okay to enter a wellhead deal in april for a purchase from hesco at meter # 9885 priced at gas daily less $ 0 . 14 with a volume of 1 , 100 / d ? bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 04 / 17 / 2001 09 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : robert cotten 04 / 16 / 2001 04 : 13 pm to : vance l taylor ",Safe Email,no,no,"It's a straightforward business inquiry concerning a wellhead deal; no suspicious links, requests for credentials, or urgent actions typical of phishing.",70
"new hire dinner rsvps don ' t forget to let me know if you are interested in attending the new hire dinner at 6 pm on thursday , april 26 th ! it will be held at oritalia at the westin hotel . please indicate your meal selection ( meat - - beef , or veggie - - pasta ) . i will need to submit final entree numbers thursday morning . thanks , grace x 8321",Safe Email,no,no,"It appears to be a routine internal event RSVP with meal selections, no links or credential requests.",70
"gino , who do u want to win ? the secret on how porn stars grew big dicks ! the answer is here . turn off notifications here . wv international exports ltd st . nathaniel # 4780 belize city , belize",Phishing Email,yes,yes,Unsolicited message with vague sender and a dubious promotion pressuring you to click a link.,82
"unbelievable new homes for the usa ! it ' s a beautiful day today homeowner you have been pre - approved for a $ 431 , 221 home loan at a 3 . 29 fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity all we ask is that you visit our website and complete the 1 minute post approval form have a good day , shemika kelly",Phishing Email,yes,yes,"Unsolicited, overly generous loan with unconditional approval, and instructions to visit a website to fill a short form—classic phishing lure.",85
"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:3:59:56PM
Date: Tue, 24 Sep 2002 22:59:56 GMTBruce Loebrich[1] has scraped RSS feeds for Google news, and a RSS 2.0 success 
story. In other words, it's okay to use the features in 2.0. We're doing it at 
UserLand and so is Bruce.[1] http://radio.weblogs.com/0104308/2002/09/24.html",Safe Email,no,no,It looks like a legitimate historical RSS-related email with no credential requests or urgency; URLs point to known sites and no deceptive cues.,72
"discover the new winning sexual erection pills ! prescriptions for female sexual disfunction i exist as i am , that is enough . the covers of this book are too far apart . a person ' s a person , no matter how small . a young man is embarrassed to question an older one .",Phishing Email,yes,yes,"Unsolicited promotional content typical of spam/phishing, with vague claims and no clear sender.",70
"interview schedule for greg mikkelson attached please find the interview packet for the above - referenced person . the interview will happen tuesday , july 11 , 2000 . print all three documents for your hard copies . if you have any questions , or conflicts of schedule , please do not hesitate to contact me . liz alvarado 58983",Safe Email,yes,no,"Unverified sender, vague content, and an attachment; odd past date and poor formatting raise phishing risk.",75
"----- Original Message ----- 
From: ""Gary Lawrence Murphy"" > 
>     f> What about a situation where you don't directly ask/talk to the
>     f> bot, but they listen in and advise/correct/interject/etc?
> 
> Do you do that?  Do you hear two people at the next table say ""I'm
> going to Seattle tomorrow"" and you just /have/ to lean over and
> interject compulsively to tell them what you know about Seattle's
> weather?Have you ever worked with Kragen?",Safe Email,no,no,"The message appears to be a casual internal discussion fragment, with no requests for credentials, links, or urgent action—no obvious phishing cues.",70
empty,Phishing Email,no,yes,"There is no email content to evaluate, so no phishing indicators are present.",60
"chess - endgame ( fwd ) thanks to everyone who responded concerning the names for chess . apparently both are acceptable . for the royal game i found a reference in the britanica , and sara friedman cited another one from stefan zweig . for the game of kings there were also literary references , and wide familiarity , so this usage is correct as well . uri bruck bruck @ actcom . co . il",Safe Email,no,no,"The content is a benign discussion about chess terminology with references; no request for sensitive data, accounts, or malicious links. The obfuscated email format alone isn’t definitive phishing evidence.",72
"free portable dvd player offer valid only to residents of the united states who are at least 18 years old . you need to complete our offer eligibility requirements to qualify for your free gift . trademarks , service marks , logos , and / or domain names are the property of their respective owners , who have no association with or make any endorsement of the products or services provided by lookdog . com . to unsubscribe from future lookdog . com promotions and offers please submit an online req",Phishing Email,yes,yes,"Unsolicited ""free gift"" offer requiring eligibility; vague terms, odd formatting, and unknown domain (lookdog.com) with an incomplete unsubscribe note.",70
today ' s floor meeting you may get a few pointed questions about today ' s article about lay ' s potential severance of $ 80 mm . vance meyer from pr was saying they ' ve been briefing executives who ' re having floor meetings and i told him you and lavo were having one later today too . - r,Safe Email,no,no,"It appears to be an internal memo about a floor meeting and a PR briefing; no links, credential requests, urgent actions, or suspicious prompts.",70
"urgent mr . johnson obipacific bank plc , 9 th floor , ikoyi estatevictoria island , lagos . i am mr . johnson obi , provincial director pacificbank of nigeria , victoria island branch . i haveurgent and very confidential business proposition foryou . on june 6 , 2002 , an american oil consultant / contractorwith the nigeria mining corporation , mr . michaelcreek made a numbered time ( fixed ) deposit fortwelve calendar months , valued at us $ 20 , 200 , 000 . 00 ( twenty million two hundred tho",Phishing Email,yes,yes,"Unsolicited financial proposition from a Nigerian bank with vague, unverifiable details and urgent language typical of phishing scams.",92
"open season notices as today is the deadline for our open season responses , please make a copy of any capacity requests for me as i will consolidate them and send out a summary to the commercial group . thanks . lorraine",Safe Email,no,no,"Appears to be an internal, routine open-season request with no links or sensitive data demanded; lacks typical phishing signs.",60
"refinancing has never been so easy to remove your address and receive no future free insider software = sales , specials , or business opportunities from the net-advertiser = simply type "" remove "" in the subject . cross county funding puts dollars in your pocket for the past several years , cross country has been helping homeowners = like yourself save thousands of dollars a year on mortgage obligations . refinancing has never been so easy ! just reply by email and a member of = our professiona",Phishing Email,yes,yes,"Unsolicited mortgage/refinance offer with vague company names, poor grammar, and instructions to reply by email; common phishing red flags.",72
"your in - home source of health information regain your confidence viagra online life grants nothing to us mortals without hard work . there is nothing to suggest that mothering cannot be shared by several people . an honest tale speeds best , being plainly told . i told you i was sick .",Phishing Email,yes,yes,"The text is garbled and heavily advert-like (mentions viagra online) with no personalization or legitimate context, typical of phishing/spam.",75
">>>>> ""TP"" == Tim Peters  writes:  >> The false positive rate is 0-3%.  (Finally!  I had to scrub a
  >> bunch of previously unnoticed spam from my inbox.)  Both
  >> collections have about 1100 messages.  TP> Does this mean you trained on about 1100 of each?The total collections are 1100 messages.  I trained with 1100/5
messages.   TP> Can't guess.  You're in a good position to start adding more
  TP> headers into the analysis, though.  For example, an easy start
  TP> would be to uncomment the",Safe Email,no,no,"It looks like a normal technical discussion about spam filtering/training; no requests for credentials, urgent actions, or suspicious links.",72
"URL: http://boingboing.net/#85481344
Date: Not suppliedAaron Swartz has written up a warchalking FAQ that addresses the shibboleths 
and paranoia about discovering, marking and using wireless connectivity.     Is that illegal?     Although I am not a lawyer, I don't think it's illegal to make chalk marks 
    on the sidewalk. I know a lot of hopscotch players who'd be worried if it 
    was...     Well, is it immoral?     Not at all! Warchalking is a helpful service to assist people in finding 
",Safe Email,no,no,"It discusses a topic and links to a real site; no request for credentials or sensitive data, and no urgent action.",70
"closing linguistics at soas call for help ! ! ! soas department of phonetics and linguistics to be closed in october 1992 dear colleagues , on tuesday may 19 , dr david bennett , head of our department , was told that we would cease functioning as of october of this year . we are a department of the school of oriental and african studies of the university of london . the members of our department are : dr david bennett prof thea bynon dr wynn chao dr monik charette dr katrina hayward dr richard ",Safe Email,no,no,"No links or requests for sensitive information; reads like an old internal notice about a department closure, not a typical phishing prompt.",60
